,XLV,XLI,XLU,XLK,AFTY,FAUS
7/7/17,76.46405,65.681061,47.818615,53.302773,14.143817,28.28524
7/10/17,76.319275,65.872375,47.781464,53.690361,14.088569,28.28524
7/11/17,76.232407,65.814995,47.753605,53.806641,14.355607,28.28524
7/12/17,76.753616,66.178505,48.162228,54.504295,14.392439,28.28524
7/13/17,76.821175,66.130661,47.995064,54.610878,14.558187,28.28524
7/14/17,77.342392,66.417656,48.217949,55.095364,14.723935,29.488478
7/17/17,77.062485,66.379387,48.440838,55.105053,14.721173,29.488478
7/18/17,77.120399,66.226341,48.580139,55.356979,14.705519,29.160318
7/19/17,77.74778,66.293289,48.784458,55.637981,14.926516,29.160318
7/20/17,78.259354,65.920219,49.137363,55.754261,14.935723,29.743713
7/21/17,78.172478,65.795868,49.490269,55.686436,14.834435,29.743713
7/24/17,78.143524,65.652367,49.025921,55.822086,14.834435,28.914204
7/25/17,77.583702,65.566284,48.747311,55.715504,14.917308,29.78017
7/26/17,77.323097,65.652367,49.211658,55.928673,14.897971,29.78017
7/27/17,76.792221,65.279282,49.332386,55.715504,14.834435,29.78017
7/28/17,77.178307,65.432343,49.258099,55.65736,14.935723,29.78017
7/31/17,77.110748,65.346237,49.425259,55.386051,14.917308,29.78017
8/1/17,76.937004,65.154915,49.703869,55.667057,15.092263,29.916906
8/2/17,76.763268,65.441917,49.917469,55.822086,15.129097,29.461134
8/3/17,76.888756,65.767159,50.168217,55.696121,14.889683,29.30617
8/4/17,76.715019,65.891518,49.945324,55.822086,14.760769,29.30617
8/7/17,76.879105,65.891518,50.103207,56.161221,14.801284,29.30617
8/8/17,76.521965,65.690628,50.307522,56.083706,14.898891,29.30617
8/9/17,76.608841,65.709755,50.047485,56.054638,14.797601,29.30617
8/10/17,75.653267,64.877502,50.205368,54.950012,14.688024,29.689016
8/11/17,75.865623,64.915779,49.908188,55.327911,14.530562,29.689016
8/14/17,76.377174,65.594955,50.196075,56.209675,14.604228,29.689016
8/15/17,76.377174,65.451477,50.474678,56.296879,14.687102,29.689016
8/16/17,76.589523,65.633232,50.679001,56.461609,14.834435,29.689016
8/17/17,75.633972,64.494865,50.316814,55.356979,14.85285,29.506712
8/18/17,75.286491,64.23658,50.613998,55.298847,14.917308,29.506712
8/21/17,75.624321,64.341812,50.799732,55.279461,14.963348,29.251476
8/22/17,76.54126,65.078392,50.911179,56.103085,15.147514,29.251476
8/23/17,75.962143,64.466156,51.078339,55.967426,15.248803,29.251476
8/24/17,76.184151,64.265266,51.041191,55.918987,15.175138,29.251476
8/25/17,76.203438,64.571396,51.208355,55.909294,15.598717,29.251476
8/28/17,76.608841,64.533142,51.301228,56.015881,15.828921,29.251476
8/29/17,76.753616,65.001862,51.189785,56.258121,15.825238,29.142092
8/30/17,77.149361,65.26973,51.041191,56.665085,15.805902,29.041822
8/31/17,78.462051,65.489738,51.050476,57.004227,15.736838,29.041822
9/1/17,78.404137,65.547142,50.892597,56.955776,15.856544,29.679905
9/5/17,78.066307,64.88707,51.022621,56.451916,15.985462,29.679905
9/6/17,78.442726,64.954041,50.790447,56.500359,15.967044,29.679905
9/7/17,79.31144,65.087967,51.171207,56.694153,15.947707,29.679905
9/8/17,79.668549,65.307976,51.412666,56.229046,15.884171,29.679905
9/11/17,80.286285,65.872375,51.849171,57.023602,15.778276,29.679905
9/12/17,80.460037,66.188065,50.985474,57.159256,15.847336,29.679905
9/13/17,80.160812,66.092407,50.734722,57.081738,15.78288,29.679905
9/14/17,80.266983,66.408089,51.161922,56.887947,15.68159,29.853096
9/15/17,80.010269,66.68293,51.233974,57.120369,15.663173,29.853096
9/18/17,79.990891,67.057716,50.709938,57.168983,15.653965,30.336214
9/19/17,79.361198,67.124985,50.607002,57.421814,15.598717,30.336214
9/20/17,79.438705,67.615082,50.232689,57.188431,15.598717,30.372679
9/21/17,79.031815,67.816902,50.223335,56.877258,15.700006,30.77351
9/22/17,79.031815,67.989861,49.811588,56.906429,15.671459,30.77351
9/25/17,78.799309,67.989861,50.270123,56.235451,15.465197,29.702164
9/26/17,78.673363,67.989861,50.176544,56.439655,15.644757,29.498976
9/27/17,78.64431,68.06675,49.502785,57.013393,15.461514,29.498976
9/28/17,78.712128,68.028313,49.68058,57.081467,15.423759,29.498976
9/29/17,79.177132,68.230125,49.64315,57.470436,15.47993,29.498976
10/2/17,79.981209,68.700996,49.727367,57.557953,15.589507,29.498976
10/3/17,79.961838,68.998917,49.587009,57.694088,15.889696,29.498976
10/4/17,80.349335,68.979683,50.082966,57.655197,16.000193,29.369677
10/5/17,80.407471,69.143059,50.036179,58.209473,16.031502,29.369677
10/6/17,80.300896,69.133446,49.998745,58.296997,15.884171,29.369677
10/9/17,79.797134,68.941246,50.064251,58.442856,15.813268,29.221905
10/10/17,79.981209,69.046967,50.550861,58.501205,15.957837,29.221905
10/11/17,80.136208,69.008522,50.766083,58.695694,16.013084,29.480505
10/12/17,80.049011,69.373703,51.028103,58.549824,16.04071,29.849936
10/13/17,79.845581,69.248779,50.672508,58.831833,16.059126,29.849936
10/16/17,79.496819,69.325645,50.560211,59.045765,16.065571,30.16395
10/17/17,80.562477,69.143059,50.859665,59.045765,16.022293,30.16395
10/18/17,80.678719,69.171906,50.766083,59.191624,16.188042,30.16395
10/19/17,81.172783,69.364082,51.299484,59.016586,16.095959,30.127007
10/20/17,81.259979,70.113663,51.336914,59.415287,16.089512,30.127007
10/23/17,81.056534,69.671616,51.364986,59.133286,15.962439,30.127007
10/24/17,80.514015,70.065613,51.411777,59.298595,16.137396,30.034649
10/25/17,80.397774,69.373703,51.187187,58.977695,16.174229,30.034649
10/26/17,79.593697,69.469803,51.196545,59.220806,16.289331,30.136242
10/27/17,79.574333,69.498619,51.514709,60.815586,16.537952,30.136242
10/30/17,78.721809,69.018127,51.524071,60.951721,16.46521,30.136242
10/31/17,78.576492,68.739441,51.580215,61.214279,16.535191,30.136242
11/1/17,78.770241,68.700996,51.290127,61.223999,16.574785,30.136242
11/2/17,78.411812,69.095016,51.47728,61.253178,16.595043,30.136242
11/3/17,79.060867,69.027756,51.664436,61.739391,16.486387,30.136242
11/6/17,78.818687,69.066185,51.467926,61.87553,16.57939,30.136242
11/7/17,78.983383,69.171906,52.085537,61.904701,16.694492,30.551853
11/8/17,79.167442,69.056572,52.122971,62.245056,16.639242,30.551853
11/9/17,79.177132,68.191681,52.188473,61.749111,16.708305,30.551853
11/10/17,78.663696,68.287781,51.945168,61.749111,16.878656,30.551853
11/13/17,78.741173,68.057144,52.562782,61.72966,16.945877,30.551853
11/14/17,78.421486,67.874557,53.217834,61.603245,16.841825,30.191658
11/15/17,78.198685,67.490166,52.759296,61.146206,16.786575,30.043886
11/16/17,79.012436,68.12442,52.590858,62.001945,17.1061,30.043886
11/17/17,78.702438,67.749634,52.225914,61.603245,17.281977,29.960762
11/20/17,78.373055,68.057144,52.066818,61.836636,17.421942,29.960762
11/21/17,79.060867,68.547256,52.207188,62.488159,17.965227,29.960762
11/22/17,79.031815,68.624138,52.207188,62.371464,18.011267,30.247068
11/24/17,79.215874,68.624138,52.291409,62.721542,17.495607,30.247068
11/27/17,79.283699,68.739441,52.515999,62.721542,17.256193,30.247068
11/28/17,79.86496,69.786926,52.759296,62.925755,17.198183,30.247068
11/29/17,80.262138,70.401955,52.78738,61.535179,17.039801,30.247068
11/30/17,80.862793,71.603195,52.965172,62.079739,16.915491,30.247068
12/1/17,80.698097,70.719078,52.78738,61.758831,16.685286,30.247068
12/4/17,79.709953,71.314888,52.487923,60.76696,16.886023,30.247068
12/5/17,79.574333,70.709465,51.823521,60.786411,17.15122,30.247068
12/6/17,79.506508,70.815186,52.020031,61.175377,16.878656,30.247068
12/7/17,79.525879,71.468651,52.113609,61.554634,16.763556,30.247068
12/8/17,80.417152,71.776161,52.282051,61.846352,16.911806,30.247068
12/11/17,80.756218,71.632011,52.600216,62.381191,17.145697,30.441025
12/12/17,81.075912,71.708893,51.70187,62.361732,16.846428,30.441025
12/13/17,81.356865,71.987595,51.842236,62.381191,17.088604,30.441025
12/14/17,80.533409,71.497475,51.776737,62.303398,16.924696,31.013639
12/15/17,81.419464,72.001846,51.966576,63.013962,16.693661,31.013639
12/18/17,81.448654,72.513931,51.390427,63.570313,16.786076,31.013639
12/19/17,81.351379,72.533264,50.455372,63.179886,17.02891,31.216824
12/20/17,81.088791,72.774803,50.058681,63.160374,17.18523,31.401543
12/21/17,80.903976,72.832779,49.463638,63.033485,17.421183,32.032776
12/22/17,80.641365,72.852112,49.539207,62.994438,17.288458,32.032776
12/26/17,80.66082,72.929405,49.246407,62.574734,17.440845,32.032776
12/27/17,80.796989,73.103333,49.454201,62.643059,17.027927,32.032776
12/28/17,80.913704,73.24826,49.728107,62.750431,17.254049,32.032776
12/29/17,80.417656,73.112984,49.756432,62.418571,17.309105,32.032776
1/2/18,81.32222,73.547783,49.293629,63.189644,17.676798,31.825504
1/3/18,82.100319,73.943909,48.906384,63.716721,17.745617,31.825504
1/4/18,82.217033,74.485001,48.500248,64.038818,17.834099,31.825504
1/5/18,82.917336,74.997086,48.481365,64.712296,17.971741,31.825504
1/8/18,82.615822,75.306274,48.934719,64.956306,17.991402,32.089306
1/9/18,83.588463,75.789391,48.45303,64.790382,18.119209,32.089306
1/10/18,83.442558,75.779716,47.924107,64.565887,18.315836,31.787821
1/11/18,83.802429,76.745918,47.74464,64.829414,18.453476,31.929136
1/12/18,84.444366,77.460922,47.470741,65.210075,18.76808,31.929136
1/16/18,84.86261,76.765244,47.366848,64.956306,19.092516,32.258888
1/17/18,85.679626,77.190384,47.659641,65.932358,19.200661,32.258888
1/18/18,85.699074,76.774918,47.357399,66.049484,19.372709,32.258888
1/19/18,86.020042,76.997147,47.215721,66.176376,19.525095,32.258888
1/22/18,86.584175,76.997147,47.281837,66.820564,19.741385,32.258888
1/23/18,86.165939,77.035782,47.735203,67.11338,19.977337,32.258888
1/24/18,86.418823,76.968163,47.442406,66.596085,20.085484,32.258888
1/25/18,87.158035,77.045456,48.179115,66.478951,19.966524,32.258888
1/26/18,89.035225,77.934364,48.207455,67.533089,20.14447,32.258888
1/29/18,88.792061,77.412613,47.593525,66.918167,19.475937,32.258888
1/30/18,86.924599,76.803894,47.678532,66.313026,19.190828,32.258888
1/31/18,85.689354,77.035782,48.207455,66.810806,19.721722,32.258888
2/1/18,85.718521,76.90052,47.451847,66.86937,19.63324,32.258888
2/2/18,84.512451,75.354591,47.111832,64.887985,19.544758,32.258888
2/5/18,80.767815,71.934212,46.337334,62.174557,19.456276,32.258888
2/6/18,81.662628,73.24826,45.64785,63.960724,19.721722,32.258888
2/7/18,81.565376,73.383507,45.430614,63.140846,18.630442,32.258888
2/8/18,78.734993,70.552536,44.920582,60.525024,17.696461,32.258888
2/9/18,79.853516,71.315826,45.865086,62.008625,17.214724,32.258888
2/12/18,80.602455,72.465622,46.21455,63.121326,17.725956,32.258888
2/13/18,80.66082,72.62986,46.422344,63.277496,17.971741,32.258888
2/14/18,81.575089,73.547783,45.902866,64.439003,18.315836,31.04353
2/15/18,82.479652,74.65892,46.922932,65.668823,18.728754,31.04353
2/16/18,83.07296,74.67823,47.338505,65.57122,18.728754,31.04353
2/20/18,82.158676,73.924599,46.724586,65.629776,18.31682,31.04353
2/21/18,81.818253,73.943909,46.110657,65.210075,18.374826,31.04353
2/22/18,81.691818,74.436699,46.346779,65.28817,18.562605,31.627655
2/23/18,82.99514,75.055054,47.55574,66.654633,18.650103,31.627655
2/26/18,84.045601,76.088905,47.41407,67.699013,19.013865,31.627655
2/27/18,83.170227,75.132355,46.658466,67.015778,18.148703,31.627655
2/28/18,81.837715,74.05986,46.337334,66.537506,17.893089,30.949312
3/1/18,80.53437,72.61055,46.346779,65.434578,17.76528,30.949312
3/2/18,81.351379,72.591225,46.223991,66.05925,17.932413,30.949312
3/5/18,82.090599,73.460815,47.168491,66.732719,18.020895,30.949312
3/6/18,81.973869,73.789337,46.535679,66.879135,18.247017,30.949312
3/7/18,82.392105,73.779663,46.186218,67.250038,18.207693,30.930477
3/8/18,82.946518,74.166153,46.526237,67.542831,18.271595,30.930477
3/9/18,84.14286,75.799034,46.658466,68.82148,18.571451,30.930477
3/12/18,83.782982,74.861816,46.856808,69.036224,18.384657,31.231955
3/13/18,83.889969,74.494659,46.960712,68.245598,18.184097,31.231955
3/14/18,83.481468,73.683044,47.442406,68.187042,18.129042,31.109476
3/15/18,83.345299,73.895607,47.41407,68.226082,18.306005,31.109476
3/16/18,83.345291,74.290443,47.830025,68.155602,18.129042,31.109476
3/19/18,81.998337,73.718071,47.534946,66.804428,18.109379,31.109476
3/20/18,82.115448,73.970299,47.316029,66.775047,18.286343,31.109476
3/21/18,81.764084,74.057617,47.154217,66.373611,18.158535,30.798571
3/22/18,79.411804,71.612953,47.363621,64.660172,17.54899,31.249777
3/23/18,77.76226,70.565247,46.69733,62.936947,17.204893,31.249777
3/26/18,79.372749,72.272629,47.182766,65.325974,17.499832,31.249777
3/27/18,78.435745,71.273438,47.858578,63.230686,17.145905,30.284273
3/28/18,78.855446,71.030907,47.839542,62.809673,16.780178,30.284273
3/29/18,79.450844,72.068901,48.096539,64.053131,17.480171,30.284273
4/2/18,77.645134,70.584656,47.725323,62.525726,16.82147,29.653351
4/3/18,78.826172,71.564445,47.887138,63.142559,17.116409,29.653351
4/4/18,79.948631,71.874893,47.991837,64.023758,17.229471,29.653351
4/5/18,79.890053,72.602463,48.372574,64.288124,17.313038,29.653351
4/6/18,77.967239,70.594345,47.991837,62.711758,16.970905,29.653351
4/9/18,78.738312,70.380936,48.087021,63.201317,17.018097,30.207798
4/10/18,80.06575,71.457756,47.715805,64.758087,17.5077,30.207798
4/11/18,79.411804,70.933891,47.649174,64.376236,17.617809,30.207798
4/12/18,79.948631,71.952492,47.020962,65.149734,17.485086,30.207798
4/13/18,79.909584,71.777885,47.392174,64.934334,17.106579,30.207798
4/16/18,80.544014,72.49575,48.039433,65.43367,16.831301,30.207798
4/17/18,81.168694,73.106918,48.524868,66.647758,16.860794,30.207798
4/18/18,81.237022,73.863602,48.344017,66.471519,16.760515,30.207798
4/19/18,80.55378,73.659874,48.315464,65.73719,16.791975,30.207798
4/20/18,80.124306,73.339745,47.877617,64.82663,16.595346,30.207798
4/23/18,80.436653,73.252441,47.906174,64.591644,16.713324,30.207798
4/24/18,79.83149,71.205505,48.229801,63.465668,17.116409,30.207798
4/25/18,80.192642,71.409233,48.239319,63.47546,16.949276,30.207798
4/26/18,81.207726,71.147301,48.724754,64.630806,16.880457,31.001232
4/27/18,81.539597,71.001801,49.219715,64.513313,16.554056,31.001232
4/30/18,80.290253,70.060806,49.076931,64.092293,16.644505,31.001232
5/1/18,80.251213,69.740662,48.924641,64.895157,16.644505,31.001232
5/2/18,79.148254,69.129501,48.877048,64.82663,16.428213,31.001232
5/3/18,78.435745,69.294418,48.810417,64.973495,16.457708,31.001232
5/4/18,79.060417,70.099602,49.029343,66.207169,16.487204,31.001232
5/7/18,78.943283,70.565247,48.77235,66.667343,16.628775,31.001232
5/8/18,78.347885,71.06971,47.553986,66.814217,16.959108,31.001232
5/9/18,78.796883,71.83609,47.220844,67.636665,16.959108,31.001232
5/10/18,79.851021,72.321136,47.887138,68.517853,17.224556,31.001232
5/11/18,81.041809,72.476357,47.953766,68.419937,17.106579,31.85202
5/14/18,81.578644,72.350235,47.772911,68.410156,17.332699,31.85202
5/15/18,80.524498,72.107712,47.373138,67.763939,17.04759,31.85202
5/16/18,80.97348,72.369637,47.001923,68.067467,17.082001,31.727747
5/17/18,81.002762,72.650963,46.621185,67.714989,16.850964,31.727747
5/18/18,81.207726,73.07782,46.630703,67.431053,16.998434,31.727747
5/21/18,81.28582,74.183739,46.868664,68.018524,17.106579,31.727747
5/22/18,81.129654,73.271828,47.039993,67.920609,17.008265,31.727747
5/23/18,81.393181,73.203926,47.468323,68.419937,16.634674,31.374052
5/24/18,81.071083,73.562866,47.858578,68.341621,16.467541,31.546122
5/25/18,80.953972,73.427048,48.067986,68.292664,16.472454,31.249777
5/29/18,80.124306,72.253227,48.067986,67.920609,16.267963,31.249777
5/30/18,81.324852,73.271828,48.458237,68.419937,16.32007,31.249777
5/31/18,80.436653,72.214417,48.534389,68.439529,16.560938,31.488764
6/1/18,81.363899,73.009911,47.79195,69.60466,16.54619,31.488764
6/4/18,81.666481,72.903198,47.411217,70.16275,16.858829,31.488764
6/5/18,81.500549,72.990509,47.163734,70.407532,16.880457,31.488764
6/6/18,82.418053,73.601677,46.040562,70.867706,16.929613,31.488764
6/7/18,82.525421,73.912109,46.364189,70.299835,16.841131,31.488764
6/8/18,83.003677,74.154625,46.34515,70.182335,16.673016,31.488764
6/11/18,83.159851,74.30014,46.249966,70.260666,16.723156,31.488764
6/12/18,83.111046,74.222542,46.783005,70.603355,16.82147,31.85202
6/13/18,83.130554,73.630783,46.659256,70.241081,16.693661,31.85202
6/14/18,83.560028,73.349442,47.239883,70.740417,16.659252,31.861582
6/15/18,83.722656,73.166328,47.576004,70.470215,16.623859,31.861582
6/18/18,82.919319,72.864388,47.729664,70.548836,16.379057,31.96673
6/19/18,83.13485,71.325493,48.200237,70.18528,15.998585,31.374052
6/20/18,83.311195,71.374184,48.238655,70.332664,16.093948,31.374052
6/21/18,82.831161,70.478119,48.401909,69.792244,15.863894,31.418083
6/22/18,83.203423,70.721603,48.738037,69.566261,15.93468,31.418083
6/25/18,82.439285,69.825539,49.544731,68.121872,15.537493,31.150047
6/26/18,82.184563,70.088516,49.602356,68.396996,15.31727,31.150047
6/27/18,81.488998,69.523598,49.842445,67.463547,14.712641,31.150047
6/28/18,81.596771,69.620995,49.823238,68.28891,14.74705,31.035168
6/29/18,81.763313,69.767097,49.900066,68.259422,15.002666,31.035168
7/2/18,82.018021,69.922928,50.255394,68.868614,14.255483,31.035168
7/3/18,82.213951,69.698914,50.399452,68.053101,14.284976,31.035168
7/5/18,83.066269,70.039818,50.66835,69.016006,14.216157,30.968159
7/6/18,84.261475,70.283318,51.062096,69.821724,14.4993,30.968159
7/9/18,84.878662,71.588463,49.487114,70.352318,15.071486,30.968159
7/10/18,85.201958,71.812469,49.957687,70.519341,14.855195,30.968159
7/11/18,84.525978,70.633942,50.409061,70.244217,14.506183,30.968159
7/12/18,85.466469,71.461845,50.447464,71.354538,14.895504,30.968159
7/13/18,85.623207,71.831963,50.457073,71.275925,14.895504,30.968159
7/16/18,85.103989,71.539764,50.409061,71.108887,14.766714,30.968159
7/17/18,85.574226,71.82222,50.37064,71.639496,14.706741,30.968159
7/18/18,85.642799,72.61116,50.111347,71.521576,14.520929,30.968159
7/19/18,85.162766,72.58194,50.572315,71.266106,14.363627,31.178766
7/20/18,84.996223,72.504021,50.216988,71.285767,14.816854,31.178766
7/23/18,85.172562,72.055992,49.861645,71.649307,14.894521,31.178766
7/24/18,85.946503,72.357925,50.034512,72.042343,15.327102,31.178766
7/25/18,87.043732,73.458519,50.17857,72.946304,15.269096,31.714842
7/26/18,86.798805,74.023445,50.716373,71.826172,14.943678,31.714842
7/27/18,86.171837,74.033188,50.553108,70.597954,14.914184,31.714842
7/30/18,86.22081,73.302696,50.245792,69.497475,14.963341,31.714842
7/31/18,87.122108,74.91951,50.697163,69.684158,15.070503,31.714842
8/1/18,87.141693,73.906563,50.37064,70.313011,14.511098,31.714842
8/2/18,87.464989,73.809158,50.620335,71.197327,14.225988,31.714842
8/3/18,87.984222,73.877342,51.186943,71.452789,14.184697,31.714842
8/6/18,88.140961,73.984474,51.225357,71.836006,14.034276,31.714842
8/7/18,88.150764,74.510445,51.148525,72.111107,14.56517,31.714842
8/8/18,88.287918,74.179291,50.879627,72.307625,14.294807,31.714842
8/9/18,88.189949,73.770203,51.110115,72.33712,14.688062,31.714842
8/10/18,87.807877,73.11763,50.889233,71.757393,14.470789,31.714842
8/13/18,87.837273,72.766991,50.956455,71.659142,14.305622,31.714842
8/14/18,88.248726,73.273476,51.062096,72.101295,14.24565,30.977736
8/15/18,88.101776,72.922829,51.532669,71.452789,13.6656,30.977736
8/16/18,88.96389,73.848122,52.089684,71.767212,13.999866,30.977736
8/17/18,89.238197,74.296165,52.358574,71.875305,14.113911,30.977736
8/20/18,89.532104,74.7929,52.176109,71.767212,14.070653,30.977736
8/21/18,89.532104,75.348083,51.801571,71.885132,14.491435,31.360641
8/22/18,89.620285,74.617584,51.417423,72.101295,14.363627,31.360641
8/23/18,89.590881,74.403305,51.379017,72.258499,14.176831,31.360641
8/24/18,90.021927,74.724716,51.599895,72.985619,14.619243,31.360641
8/27/18,90.345215,75.669502,51.282978,73.65377,14.904352,31.360641
8/28/18,90.394211,75.513657,51.177338,73.781487,14.786376,31.360641
8/29/18,90.98201,75.57209,51.55188,74.449646,14.796207,31.714842
8/30/18,90.913429,75.046135,51.571087,74.223656,14.403936,31.714842
8/31/18,90.893837,75.094833,51.350201,74.282616,14.452109,31.714842
9/4/18,90.168892,75.0364,51.580688,73.997665,14.481604,31.714842
9/5/18,90.531364,75.57209,52.300953,73.074043,14.24565,31.714842
9/6/18,90.531364,75.805847,52.598667,72.543457,14.147338,31.714842
9/7/18,90.668526,75.57209,51.955227,72.297813,13.989053,30.183186
9/10/18,90.433388,75.961685,52.21452,72.523796,14.029362,30.183186
9/11/18,90.355026,75.942207,52.080074,73.142815,13.756048,30.183186
9/12/18,90.805672,76.175964,52.032055,72.838226,14.149303,30.183186
9/13/18,91.932281,76.633743,52.425797,73.693069,14.255483,31.159618
9/14/18,91.628593,77.013603,52.147293,73.634109,14.009698,31.517887
9/17/18,91.295502,77.042816,52.320156,72.710487,14.029362,31.517887
9/18/18,91.824532,77.744095,52.224121,73.17231,14.382307,31.149933
9/19/18,91.697166,77.675919,51.090904,72.985619,14.609411,31.149933
9/20/18,92.588669,77.792801,51.196548,73.850281,14.678231,31.149933
9/21/18,92.713577,78.295853,51.414566,73.558449,15.032161,31.149933
9/24/18,92.900429,76.955025,50.959137,73.923233,14.865027,31.217716
9/25/18,92.615219,76.720154,50.261467,73.834503,14.825702,31.217716
9/26/18,92.821762,76.671211,49.767288,73.558449,15.091149,31.217716
9/27/18,93.293831,76.778862,50.280849,73.992256,14.943678,31.217716
9/28/18,93.579056,76.729927,51.017284,74.268311,15.095081,31.217716
10/1/18,94.041283,77.405228,50.842865,74.62323,15.073452,31.091839
10/2/18,93.933098,77.58139,51.530846,74.633087,14.805056,31.091839
10/3/18,93.756073,77.904373,50.910694,74.859848,14.845365,31.091839
10/4/18,92.841423,77.649902,51.182011,73.509155,14.402952,31.091839
10/5/18,92.733246,77.248642,51.966892,72.582405,14.51798,30.336569
10/8/18,92.693893,77.444382,52.402939,71.764107,14.216157,30.336569
10/9/18,92.851265,76.250374,52.616112,72.020447,14.324302,30.336569
10/10/18,90.658081,73.793839,52.325417,68.530327,14.029362,29.503841
10/11/18,88.20919,71.846237,51.366116,67.662735,13.994951,29.10684
10/12/18,89.566406,72.32579,51.307976,69.831726,14.127674,29.10684
10/15/18,88.946808,72.462814,51.550224,68.688072,14.019529,29.358597
10/16/18,91.385872,73.68618,52.083168,70.758469,14.167,29.358597
10/17/18,91.867775,73.147888,51.986271,70.433128,13.931047,29.358597
10/18/18,90.825272,71.885368,52.063789,69.052856,13.586949,29.358597
10/19/18,89.999138,71.621132,52.877739,69.023285,14.088349,29.358597
10/22/18,89.26152,71.37645,52.538593,69.5951,14.638906,29.358597
10/23/18,88.779602,70.202011,52.247898,69.328903,14.333151,29.358597
10/24/18,85.848816,67.823776,53.517273,66.223305,14.13259,29.358597
10/25/18,86.960152,68.303345,52.683941,68.500755,14.452109,29.358597
10/26/18,85.976662,67.628044,51.714954,67.130341,14.30464,29.358597
10/29/18,86.193031,66.502533,52.441692,65.996552,13.586949,27.799646
10/30/18,87.117516,67.872711,52.645184,66.735977,13.744251,28.477451
10/31/18,87.235535,68.391418,52.025028,68.323296,14.063771,28.477451
11/1/18,88.337044,69.595222,51.792473,69.121872,14.629074,28.477451
11/2/18,87.786293,69.477776,51.501778,67.771172,14.629074,28.477451
11/5/18,88.563248,69.839897,52.228519,67.702171,14.481604,28.477451
11/6/18,89.015656,70.573921,52.577351,68.126106,14.373459,28.477451
11/7/18,91.631729,71.718994,53.178127,70.127495,14.461941,28.477451
11/8/18,91.680916,71.601563,53.090919,70.068336,14.186663,28.477451
11/9/18,91.415359,70.877312,53.168438,68.855667,13.811105,28.477451
11/12/18,90.17617,69.477776,53.13937,66.430344,13.754083,28.477451
11/13/18,89.546738,69.790962,53.362236,66.509224,14.176831,28.477451
11/14/18,88.828789,69.556084,52.80991,65.710632,13.901553,28.477451
11/15/18,89.615578,70.476051,52.373863,67.357094,14.265314,28.477451
11/16/18,90.520401,70.456467,53.178127,67.248657,14.343965,28.477451
11/19/18,89.369713,69.340759,53.410683,64.685295,14.24565,28.477451
11/20/18,88.533745,67.902069,53.187817,63.295162,13.862228,27.838379
11/21/18,88.032166,68.381645,52.402939,63.758537,14.137506,27.838379
11/23/18,88.160019,68.244621,52.432007,63.176861,13.842565,27.838379
11/26/18,89.015656,68.743759,52.742085,64.606422,13.861244,27.838379
11/27/18,89.940132,68.626312,53.13937,64.734596,13.6656,27.838379
11/28/18,92.103813,70.270523,53.100605,67.002174,14.068686,27.838379
11/29/18,92.408684,70.309669,53.081226,66.351479,13.901553,27.838379
11/30/18,94.287163,70.994759,53.866108,66.98246,13.950709,27.838379
12/3/18,93.834747,71.816864,54.408745,68.461319,14.471773,27.838379
12/4/18,91.739914,68.763329,54.447502,65.868385,14.265314,27.838379
12/6/18,91.395699,68.381645,54.505642,66.016273,14.058855,27.615673
12/7/18,89.064819,66.580826,54.709129,63.689533,13.817986,27.722181
12/10/18,89.40905,66.747215,54.815723,64.566978,13.812087,27.528526
12/11/18,89.684433,66.355736,55.038586,64.645851,13.921216,27.528526
12/12/18,90.451553,66.727638,54.689751,65.148674,13.990035,27.528526
12/13/18,90.540062,66.541687,55.164555,65.257118,14.167,27.528526
12/14/18,87.491241,65.621704,55.057968,63.659946,13.973,27.528526
12/17/18,85.750465,64.545143,53.284718,62.309261,13.82,27.528526
12/18/18,85.003014,64.868111,52.926189,62.802212,13.868,27.636427
12/19/18,83.89167,63.644737,52.838982,61.559971,13.48,27.00457
12/20/18,82.711479,62.480091,52.80991,60.455761,13.396,27.00457
12/21/18,81.684013,61.300362,52.584175,58.618961,13.1,25.915834
12/24/18,79.727859,59.419502,50.385433,57.05447,13.05,25.915834
12/26/18,83.20546,62.186634,51.069481,60.500313,13.25,25.915834
12/27/18,84.12426,62.964581,51.499462,60.935997,13.06,26.79071
12/28/18,84.223053,62.797176,51.626503,60.797371,13.12,26.79071
12/31/18,85.467873,63.427414,51.714447,61.371677,13.11,26.79071
